Address,Date
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040016?gameHash=d9538f2bc0c37e0e,2/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040017?gameHash=30f903bff8e6336a,2/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040024?gameHash=2e458128cf3104dc,2/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040034?gameHash=c7dc48aa3e0cf7d9,2/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040041?gameHash=5f815b5bea274396,2/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040061?gameHash=3d6baa0cc755c64b,2/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040062?gameHash=69af528266947113,2/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040068?gameHash=a5610f43cd3d602d,2/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040074?gameHash=4a8f29871aa91c19,2/23/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040080?gameHash=396617cc71cbceda,2/23/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040096?gameHash=bc68309937870981,2/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040103?gameHash=a533f17d4bb03191,2/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040111?gameHash=ca91673c6bf73b8c,2/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040117?gameHash=50ad455b65d0dc4a,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040123?gameHash=4ed8e2415375e46a,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040132?gameHash=1a0b4fb7d835dfe3,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040142?gameHash=829819eb50b6fb17,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040154?gameHash=9272190b156f9bfc,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040161?gameHash=7fc7f4aac6a34613,3/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040172?gameHash=ff0fdf86f60bcf5d,3/2/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070013?gameHash=6a8317d85932ae7b,3/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070015?gameHash=07f89ba08ad1f2b3,3/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070035?gameHash=035f73b1b70fb706,3/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070042?gameHash=dbec95dc7669c1c7,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070051?gameHash=3ed5ca8c2fcd81cd,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070068?gameHash=b1130cf8f9c5e772,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070069?gameHash=4e2dfb93a17542c8,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070075?gameHash=3727ce1de86ecc9f,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070082?gameHash=58f8b7117f1a7717,3/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070089?gameHash=ba06b386c0eeec8e,3/9/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090009?gameHash=b89b17c8ee1630d8,3/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe,3/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090024?gameHash=23ee9058c5c4946d,3/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090037?gameHash=6aa9ab6b55af2223,3/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090051?gameHash=9aaefde3fdaf2f2c,3/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080064?gameHash=2cbe38094f0d00e3,3/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080068?gameHash=86b3fe64916e9424,3/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080081?gameHash=98a968823226da0e,3/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080093?gameHash=61f742f2d5f67b20,3/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080103?gameHash=b2ef740c15462370,3/23/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090098?gameHash=7f32b00eeb67d88a,3/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090100?gameHash=2b3115d7084d0981,3/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,3/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090113?gameHash=fe8ab7b253d94b5b,3/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090119?gameHash=d9a1285e2cf77999,3/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080179?gameHash=31030c79dfcbecd4,3/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080182?gameHash=33c18a702d5155ad,3/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080201?gameHash=1ffd232009cc61a5,3/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080211?gameHash=0abe526de3932809,3/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080217?gameHash=e16620c2576464f0,3/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080228?gameHash=390ff59be55613a0,3/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080232?gameHash=bbe4d9381900b70f,3/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190006?gameHash=2c537f1764b4fe87,5/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190028?gameHash=c85c4893ae61c2d9,5/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190040?gameHash=910d1678643730c4,5/30/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190046?gameHash=a5ac7b41ef215beb,5/31/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190059?gameHash=1ae15002686d7962,5/31/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180082?gameHash=3467cc1b2599a75d,5/31/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180093?gameHash=31b2113c09acb5a7,5/31/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180104?gameHash=a48365f487fb1750,5/31/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180113?gameHash=74539c15384418b4,6/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180122?gameHash=55acf0acb737ca95,6/1/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200019?gameHash=de9772358b74ebeb,6/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200024?gameHash=525b0cebe7826c61,6/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200033?gameHash=037bf9c7473334ac,6/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200041?gameHash=fd70f3c7f0ef609b,6/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200052?gameHash=777e678b521201b8,6/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200067?gameHash=b9e59980115f03d2,6/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200073?gameHash=b06276841c624ef9,6/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200078?gameHash=f29e4aebf583c0ae,6/7/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200083?gameHash=095f04e06c7fe592,6/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200090?gameHash=df0fb2ba5ee9d4c6,6/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9,6/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210093?gameHash=3420cf4d13a780eb,6/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210098?gameHash=06368b209802df9f,6/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210107?gameHash=0a832eea1bca60d1,6/14/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210113?gameHash=7a5200c24e86c2f0,6/14/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210125?gameHash=abdb717d8fc0a2fa,6/14/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210129?gameHash=58b826f6b546ad66,6/14/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210134?gameHash=6a76db40b8416e0b,6/14/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210139?gameHash=778895bd05d45d7b,6/15/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210144?gameHash=00bad4da4d94bdbf,6/15/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220085?gameHash=5d1162b65434147d,6/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220097?gameHash=c970fe797f7c7fbc,6/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220119?gameHash=f64575c2b892654a,6/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220147?gameHash=970d17934a27fde4,6/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220154?gameHash=ce71491688291223,6/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230142?gameHash=3cbf3856b7ccd72e,6/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230143?gameHash=4ff786778f478000,6/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230150?gameHash=73672037cba176d3,6/21/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230162?gameHash=d68901bc63a8ff8d,6/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230170?gameHash=97582812c668144d,6/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1,6/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220254?gameHash=33635d04462c738e,6/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220266?gameHash=8749306da4ce243b,6/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220272?gameHash=ef1053869a9b125d,6/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4,6/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230233?gameHash=fecc2f4104a950b3,6/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7,6/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a,6/28/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230254?gameHash=3a0687fef919f99b,6/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230270?gameHash=4b281a331503e363,6/29/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250008?gameHash=f3b59b7b3345ab4c,7/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250027?gameHash=f52cadec859b7d13,7/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250040?gameHash=0b2f5db5a1e87c90,7/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250054?gameHash=5b02452b53c7b6bc,7/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250067?gameHash=3e243c509b701e4f,7/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250075?gameHash=fefc7dd282d9e0fa,7/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250085?gameHash=b02d31d8ef5d975a,7/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250093?gameHash=526acf576153f2fa,7/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250101?gameHash=83eb00ce756934c5,7/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250106?gameHash=672a4fa9b979d6dd,7/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240099?gameHash=577df3f03e4e8f12,7/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240109?gameHash=293158505dc5e57d,7/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240111?gameHash=9332f0b03bba2f3e,7/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240119?gameHash=cab05d1729348e41,7/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240127?gameHash=4b0c2f81e133b2c7,7/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240144?gameHash=a384641759a15cf6,7/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240145?gameHash=6e0045268cfc1b5b,7/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240153?gameHash=287e3e94aa07d68d,7/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240165?gameHash=e2e96608cd47c7ae,7/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240173?gameHash=1b3ea3710789e7e4,7/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260017?gameHash=02b9060a6ab61fc5,7/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260018?gameHash=c3ec23394a795120,7/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260029?gameHash=275ed6142ee32d7c,7/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,7/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260045?gameHash=e1589c25acb7a1f3,7/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260059?gameHash=7483afd2dbea6ff7,7/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260071?gameHash=ad906c10b354307e,7/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260073?gameHash=f82fa235ee6ed757,7/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260081?gameHash=3e2cc872b1ad9c5b,7/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260089?gameHash=7505e3c372fdf91f,7/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290006?gameHash=709fb5f21c47682b,7/25/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290011?gameHash=176010635e0054d0,7/25/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290018?gameHash=d90c172fc49ede4a,7/25/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290026?gameHash=d17953813c0bfbb0,7/25/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,7/26/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280047?gameHash=afb46527445584c1,7/26/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280054?gameHash=81607d39cb296bc7,7/26/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280062?gameHash=69fe7bdd0207d7e7,7/26/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280071?gameHash=da598591672fec8b,7/26/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280081?gameHash=252e240b129bc2e4,7/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280089?gameHash=bd91475eb3a1809a,7/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280102?gameHash=57715cecf3d8192e,7/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280109?gameHash=192f9eb96eaf29c9,7/27/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110006?gameHash=f1c130363aefaeab,4/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110014?gameHash=18717893b9762729,4/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110015?gameHash=f485ca80cf34808f,4/4/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100009?gameHash=8108b2b008790546,4/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100015?gameHash=a2126b50b67efa95,4/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100016?gameHash=28bb334af8cea20e,4/5/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100017?gameHash=96180cadbba3065d,4/6/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100055?gameHash=a3bf6f4e45864ac8,4/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100063?gameHash=6583f960f11e2e6f,4/11/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100064?gameHash=c725a2bc09955c4d,4/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100072?gameHash=622246efcbd8c056,4/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100073?gameHash=9c00db0fa33f787b,4/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110091?gameHash=19ce3025e6603adc,4/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110095?gameHash=5c5183eed3a2f4cf,4/12/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110096?gameHash=0fff3ee4c1bc24fb,4/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110098?gameHash=5859e05051fdabbe,4/13/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110111?gameHash=ad821d17a6a45dde,4/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110117?gameHash=f03c8ac2897345bf,4/18/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110119?gameHash=586282878818beb9,4/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110120?gameHash=218d238cb0508c6d,4/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110121?gameHash=b345e15abf449b48,4/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100107?gameHash=82c0f161ad6c0621,4/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100119?gameHash=26ffc410e405cf6c,4/19/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100120?gameHash=d5915af397116496,4/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100121?gameHash=80fdddeaa8260cbd,4/20/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330009?gameHash=ed44957c5085b487,8/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330011?gameHash=ceab9a557db65ef8,8/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330012?gameHash=1e7d8aab13ec3357,8/8/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340045?gameHash=bd7b1ff0d60589e3,8/9/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340047?gameHash=85ebad3f88d8055f,8/10/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340048?gameHash=c019fbdb115c8f84,8/10/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340049?gameHash=4b4d1f07e75659a9,8/10/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330086?gameHash=5605652209410353,8/15/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330097?gameHash=4a55f0fa25c4fa7a,8/15/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330099?gameHash=646c24c3ad1d8059,8/15/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340118?gameHash=a36c8ab58f36e52a,8/16/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340124?gameHash=4753b8797532547f,8/16/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340125?gameHash=725624737e1bf329,8/16/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340126?gameHash=4b8783ac4c358c01,8/17/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360062?gameHash=59b8cc361cf4072d,8/22/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360067?gameHash=83aa77e2c9e11af5,8/23/2015
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360068?gameHash=27fcf16012c23d34,8/23/2015
